trip_id,trip_datetime,time_of_day,distance_km,duration_minutes,surge_multiplier,fare_kes,fuel_cost_kes,driver_payout_kes,platform_cost_kes,total_cost_kes,profit_kes,profit_margin_pct,profit_per_km,profit_per_minute,day_of_week,hour
5892,2025-01-30 20:11:00,Peak,9.84,33.9,1.55,1047.71,171.51,764.83,32.62,968.96,78.75,7.52,8.0,2.32,Thursday,20
5893,2025-01-19 19:41:00,Peak,4.9,18.51,1.5,656.47,75.26,525.18,52.44,652.88,3.59,0.55,0.73,0.19,Sunday,19
5894,2025-01-07 07:07:00,Peak,7.1,17.16,1.32,637.91,91.73,491.19,49.89,632.81,5.1,0.8,0.72,0.3,Tuesday,7
5895,2025-03-25 01:11:00,Off-Peak,8.87,15.95,1.09,560.77,156.56,414.97,30.79,602.32,-41.55,-7.41,-4.68,-2.61,Tuesday,1
5896,2025-03-29 16:55:00,Off-Peak,3.46,5.6,1.05,274.58,57.09,222.41,30.21,309.71,-35.13,-12.79,-10.15,-6.27,Saturday,16
5897,2025-02-26 18:20:00,Peak,7.83,21.91,1.75,986.1,112.52,719.85,56.26,888.63,97.47,9.88,12.45,4.45,Wednesday,18
5898,2025-01-06 17:45:00,Peak,5.7,17.16,1.4,574.33,77.86,447.98,44.59,570.43,3.9,0.68,0.68,0.23,Monday,17
5899,2025-01-30 01:45:00,Off-Peak,2.01,7.13,1.19,252.17,24.7,196.69,29.0,250.39,1.78,0.71,0.89,0.25,Thursday,1
5900,2025-02-03 08:01:00,Peak,9.17,23.47,1.52,876.69,120.59,631.22,25.62,777.43,99.26,11.32,10.82,4.23,Monday,8
5901,2025-03-28 11:34:00,Off-Peak,9.95,25.62,1.13,724.27,165.87,564.93,22.65,753.45,-29.18,-4.03,-2.93,-1.14,Friday,11
5902,2025-04-02 01:38:00,Off-Peak,14.35,27.51,1.11,1040.6,181.53,822.07,29.85,1033.45,7.15,0.69,0.5,0.26,Wednesday,1
5903,2025-01-31 11:06:00,Off-Peak,2.71,8.81,1.03,260.18,34.63,210.75,48.8,294.18,-34.0,-13.07,-12.55,-3.86,Friday,11
5904,2025-01-10 16:28:00,Off-Peak,21.15,44.58,1.08,1345.75,278.76,1063.14,34.87,1376.77,-31.02,-2.31,-1.47,-0.7,Friday,16
5905,2025-01-15 16:04:00,Off-Peak,3.73,8.93,1.02,419.7,53.6,323.17,58.6,435.37,-15.67,-3.73,-4.2,-1.75,Wednesday,16
5906,2025-01-31 06:20:00,Peak,1.19,6.78,1.57,328.3,15.62,265.92,32.97,314.51,13.79,4.2,11.59,2.03,Friday,6
5907,2025-03-15 11:53:00,Off-Peak,6.65,14.97,1.09,533.92,115.91,405.78,26.01,547.7,-13.78,-2.58,-2.07,-0.92,Saturday,11
5908,2025-04-16 21:26:00,Off-Peak,8.34,18.02,1.16,619.98,113.01,502.18,27.06,642.25,-22.27,-3.59,-2.67,-1.24,Wednesday,21
5909,2025-01-10 20:27:00,Peak,5.87,16.17,1.33,606.01,102.84,484.81,39.54,627.19,-21.18,-3.49,-3.61,-1.31,Friday,20
5910,2025-04-23 09:09:00,Peak,2.68,6.22,1.3,414.4,48.0,323.23,57.5,428.73,-14.33,-3.46,-5.35,-2.3,Wednesday,9
5911,2025-01-04 10:38:00,Off-Peak,4.64,11.29,1.08,355.54,76.7,266.66,56.01,399.37,-43.83,-12.33,-9.45,-3.88,Saturday,10
5912,2025-04-11 11:21:00,Off-Peak,8.02,15.69,1.19,639.53,96.56,498.83,27.33,622.72,16.81,2.63,2.1,1.07,Friday,11
5913,2025-02-22 20:23:00,Peak,23.04,54.0,1.63,2190.7,309.66,1774.47,50.18,2134.31,56.39,2.57,2.45,1.04,Saturday,20
5914,2025-03-02 09:39:00,Peak,2.79,5.48,1.45,452.49,37.94,352.94,50.1,440.98,11.51,2.54,4.13,2.1,Sunday,9
5915,2025-01-04 05:23:00,Off-Peak,4.18,14.68,1.1,356.31,63.79,285.05,26.61,375.45,-19.14,-5.37,-4.58,-1.3,Saturday,5
5916,2025-01-06 09:59:00,Peak,2.24,7.44,1.25,285.05,29.01,213.79,31.93,274.73,10.32,3.62,4.61,1.39,Monday,9
5917,2025-01-20 18:01:00,Peak,4.93,14.29,1.79,667.85,61.43,500.89,23.04,585.36,82.49,12.35,16.73,5.77,Monday,18
5918,2025-01-14 19:13:00,Peak,6.15,19.98,1.6,707.37,80.32,530.53,22.99,633.84,73.53,10.39,11.96,3.68,Tuesday,19
5919,2025-04-14 10:32:00,Off-Peak,12.06,28.72,1.06,827.92,168.36,637.5,37.68,843.54,-15.62,-1.89,-1.3,-0.54,Monday,10
5920,2025-04-02 23:32:00,Off-Peak,8.12,18.6,1.12,612.98,99.88,465.86,39.36,605.1,7.88,1.29,0.97,0.42,Wednesday,23
5921,2025-04-11 18:45:00,Peak,15.73,51.23,1.27,1325.66,207.16,1073.78,21.31,1302.25,23.41,1.77,1.49,0.46,Friday,18
5922,2025-02-14 06:24:00,Peak,6.34,21.65,1.78,900.43,82.48,657.31,58.65,798.44,101.99,11.33,16.09,4.71,Friday,6
5923,2025-04-17 18:02:00,Peak,0.35,5.15,1.3,150.0,5.82,117.0,39.45,162.27,-12.27,-8.18,-35.06,-2.38,Thursday,18
5924,2025-03-26 23:09:00,Off-Peak,8.37,17.93,1.13,654.33,108.98,497.29,51.51,657.78,-3.45,-0.53,-0.41,-0.19,Wednesday,23
5925,2025-02-18 20:05:00,Peak,1.55,9.59,1.35,271.44,25.96,219.87,45.4,291.23,-19.79,-7.29,-12.77,-2.06,Tuesday,20
5926,2025-01-10 07:36:00,Peak,11.83,36.58,1.63,1307.59,178.04,1046.07,44.77,1268.88,38.71,2.96,3.27,1.06,Friday,7
5927,2025-03-06 18:40:00,Peak,6.34,21.95,1.67,836.83,104.93,635.99,32.13,773.05,63.78,7.62,10.06,2.91,Thursday,18
5928,2025-03-12 23:26:00,Off-Peak,4.05,9.84,1.13,375.66,59.54,293.01,55.48,408.03,-32.37,-8.62,-7.99,-3.29,Wednesday,23
5929,2025-03-10 23:07:00,Off-Peak,2.51,6.63,1.12,343.27,43.7,271.18,31.99,346.87,-3.6,-1.05,-1.43,-0.54,Monday,23
5930,2025-04-19 16:51:00,Off-Peak,4.49,11.72,1.18,378.02,61.33,275.95,58.06,395.34,-17.32,-4.58,-3.86,-1.48,Saturday,16
5931,2025-01-07 19:30:00,Peak,6.14,16.46,1.25,532.64,101.92,420.79,21.58,544.29,-11.65,-2.19,-1.9,-0.71,Tuesday,19
5932,2025-03-26 16:33:00,Off-Peak,19.36,35.13,1.07,1220.7,251.29,891.11,24.59,1166.99,53.71,4.4,2.77,1.53,Wednesday,16
5933,2025-02-26 10:17:00,Off-Peak,5.79,11.47,1.05,532.23,100.17,393.85,49.06,543.08,-10.85,-2.04,-1.87,-0.95,Wednesday,10
5934,2025-01-25 18:18:00,Peak,7.52,23.38,1.79,950.28,91.52,731.72,44.35,867.59,82.69,8.7,11.0,3.54,Saturday,18
5935,2025-04-27 07:21:00,Peak,6.02,18.28,1.43,660.94,88.73,541.97,48.68,679.38,-18.44,-2.79,-3.06,-1.01,Sunday,7
5936,2025-02-01 11:14:00,Off-Peak,7.53,19.7,1.15,665.93,109.41,546.06,45.66,701.13,-35.2,-5.29,-4.67,-1.79,Saturday,11
5937,2025-02-28 10:47:00,Off-Peak,7.24,17.55,1.14,624.88,113.96,506.15,41.09,661.2,-36.32,-5.81,-5.02,-2.07,Friday,10
5938,2025-01-15 22:15:00,Off-Peak,6.42,13.17,1.04,504.64,94.05,363.34,21.25,478.64,26.0,5.15,4.05,1.97,Wednesday,22
5939,2025-02-26 23:56:00,Off-Peak,3.95,10.17,1.05,326.57,61.34,264.52,52.36,378.22,-51.65,-15.82,-13.08,-5.08,Wednesday,23
5940,2025-02-22 11:05:00,Off-Peak,10.07,16.43,1.06,676.19,172.9,540.95,40.41,754.26,-78.07,-11.55,-7.75,-4.75,Saturday,11
5941,2025-02-15 17:32:00,Peak,2.79,7.81,1.45,402.53,35.85,309.95,24.23,370.03,32.5,8.07,11.65,4.16,Saturday,17
5942,2025-01-10 11:41:00,Off-Peak,8.92,21.29,1.05,678.61,120.06,508.96,27.7,656.72,21.89,3.23,2.45,1.03,Friday,11
5943,2025-03-03 19:14:00,Peak,10.2,24.34,1.21,813.08,171.56,650.46,46.48,868.5,-55.42,-6.82,-5.43,-2.28,Monday,19
5944,2025-02-27 13:14:00,Off-Peak,1.26,5.91,1.18,290.64,16.85,212.17,23.08,252.1,38.54,13.26,30.59,6.52,Thursday,13
5945,2025-03-14 04:59:00,Off-Peak,2.58,9.38,1.19,323.42,44.97,255.5,54.78,355.25,-31.83,-9.84,-12.34,-3.39,Friday,4
5946,2025-03-10 07:49:00,Peak,1.43,7.81,1.4,307.4,21.79,242.85,51.63,316.27,-8.87,-2.89,-6.2,-1.14,Monday,7
5947,2025-04-27 13:43:00,Off-Peak,13.96,22.54,1.07,891.92,174.36,695.7,32.25,902.31,-10.39,-1.16,-0.74,-0.46,Sunday,13
5948,2025-03-16 21:08:00,Off-Peak,4.37,10.59,1.0,351.91,52.96,285.05,55.34,393.35,-41.44,-11.78,-9.48,-3.91,Sunday,21
5949,2025-03-19 08:50:00,Peak,13.5,43.86,1.61,1450.89,223.83,1088.17,55.41,1367.41,83.48,5.75,6.18,1.9,Wednesday,8
5950,2025-02-06 10:20:00,Off-Peak,5.07,14.1,1.17,474.7,86.9,365.52,53.51,505.93,-31.23,-6.58,-6.16,-2.21,Thursday,10
5951,2025-01-16 02:26:00,Off-Peak,2.97,7.34,1.03,226.65,39.92,181.32,32.31,253.55,-26.9,-11.87,-9.06,-3.66,Thursday,2
5952,2025-02-23 16:09:00,Off-Peak,3.8,9.29,1.03,326.81,51.07,258.18,46.23,355.48,-28.67,-8.77,-7.54,-3.09,Sunday,16
5953,2025-03-15 15:40:00,Off-Peak,7.15,14.62,1.16,647.82,126.7,505.3,38.06,670.06,-22.24,-3.43,-3.11,-1.52,Saturday,15
5954,2025-04-23 06:57:00,Peak,10.13,36.87,1.57,1063.09,161.47,797.32,41.56,1000.35,62.74,5.9,6.19,1.7,Wednesday,6
5955,2025-01-24 14:00:00,Off-Peak,6.57,15.1,1.01,471.02,85.48,353.26,36.39,475.13,-4.11,-0.87,-0.63,-0.27,Friday,14
5956,2025-01-22 03:26:00,Off-Peak,11.57,28.6,1.12,823.2,169.96,650.33,20.16,840.45,-17.25,-2.1,-1.49,-0.6,Wednesday,3
5957,2025-02-03 17:45:00,Peak,5.7,15.71,1.39,623.75,99.52,449.1,20.4,569.02,54.73,8.77,9.6,3.48,Monday,17
5958,2025-04-30 15:47:00,Off-Peak,6.16,9.68,1.07,486.84,96.9,384.6,50.91,532.41,-45.57,-9.36,-7.4,-4.71,Wednesday,15
5959,2025-01-13 04:55:00,Off-Peak,3.62,8.71,1.15,371.24,52.27,274.72,57.86,384.85,-13.61,-3.67,-3.76,-1.56,Monday,4
5960,2025-01-05 13:01:00,Off-Peak,3.33,8.24,1.16,270.76,42.99,213.9,29.18,286.07,-15.31,-5.65,-4.6,-1.86,Sunday,13
5961,2025-03-30 05:04:00,Off-Peak,10.56,25.94,1.08,673.76,172.76,498.58,41.77,713.11,-39.35,-5.84,-3.73,-1.52,Sunday,5
5962,2025-01-17 16:55:00,Off-Peak,2.79,9.99,1.19,233.19,38.11,177.22,32.24,247.57,-14.38,-6.17,-5.15,-1.44,Friday,16
5963,2025-03-09 12:57:00,Off-Peak,5.06,9.48,1.08,411.04,77.92,328.83,39.1,445.85,-34.81,-8.47,-6.88,-3.67,Sunday,12
5964,2025-02-24 11:08:00,Off-Peak,10.89,25.51,1.15,753.16,169.88,602.53,24.73,797.14,-43.98,-5.84,-4.04,-1.72,Monday,11
5965,2025-02-21 22:35:00,Off-Peak,1.69,5.96,1.1,150.0,25.91,111.0,49.02,185.93,-35.93,-23.95,-21.26,-6.03,Friday,22
5966,2025-01-31 22:18:00,Off-Peak,14.19,26.36,1.18,982.72,191.28,746.87,40.65,978.8,3.92,0.4,0.28,0.15,Friday,22
5967,2025-01-16 10:57:00,Off-Peak,3.01,7.11,1.18,307.68,48.91,236.91,32.35,318.17,-10.49,-3.41,-3.49,-1.48,Thursday,10
5968,2025-04-16 10:37:00,Off-Peak,14.23,28.46,1.02,888.39,219.14,692.94,46.54,958.62,-70.23,-7.91,-4.94,-2.47,Wednesday,10
5969,2025-03-19 19:06:00,Peak,2.79,11.99,1.76,516.87,40.23,408.33,40.45,489.01,27.86,5.39,9.99,2.32,Wednesday,19
5970,2025-04-03 01:04:00,Off-Peak,10.55,22.72,1.17,804.61,129.87,579.32,36.17,745.36,59.25,7.36,5.62,2.61,Thursday,1
5971,2025-04-05 11:28:00,Off-Peak,4.28,6.86,1.16,427.25,59.88,311.89,41.33,413.1,14.15,3.31,3.31,2.06,Saturday,11
5972,2025-04-27 13:40:00,Off-Peak,19.82,40.31,1.04,1208.34,279.66,894.17,58.15,1231.98,-23.64,-1.96,-1.19,-0.59,Sunday,13
5973,2025-02-27 23:53:00,Off-Peak,5.44,16.64,1.16,530.34,91.12,392.45,22.77,506.34,24.0,4.53,4.41,1.44,Thursday,23
5974,2025-02-25 09:48:00,Peak,2.5,7.49,1.71,434.81,37.7,313.06,56.96,407.72,27.09,6.23,10.84,3.62,Tuesday,9
5975,2025-03-03 22:08:00,Off-Peak,8.93,19.63,1.06,620.47,157.08,502.58,25.05,684.71,-64.24,-10.35,-7.19,-3.27,Monday,22
5976,2025-04-04 05:46:00,Off-Peak,4.64,6.51,1.19,399.41,76.56,295.56,28.25,400.37,-0.96,-0.24,-0.21,-0.15,Friday,5
5977,2025-04-09 18:58:00,Peak,9.52,28.24,1.23,812.02,144.99,592.77,59.17,796.93,15.09,1.86,1.59,0.53,Wednesday,18
5978,2025-04-15 16:05:00,Off-Peak,14.09,33.74,1.03,942.07,183.31,725.39,52.4,961.1,-19.03,-2.02,-1.35,-0.56,Tuesday,16
5979,2025-01-20 00:37:00,Off-Peak,10.73,24.73,1.11,804.55,143.03,651.69,34.07,828.79,-24.24,-3.01,-2.26,-0.98,Monday,0
5980,2025-03-17 11:43:00,Off-Peak,1.6,6.22,1.12,267.28,20.74,219.17,36.19,276.1,-8.82,-3.3,-5.51,-1.42,Monday,11
5981,2025-03-25 14:24:00,Off-Peak,2.74,9.48,1.13,330.2,40.17,260.86,31.96,332.99,-2.79,-0.84,-1.02,-0.29,Tuesday,14
5982,2025-02-11 14:11:00,Off-Peak,7.66,18.6,1.0,493.0,125.16,364.82,29.01,518.99,-25.99,-5.27,-3.39,-1.4,Tuesday,14
5983,2025-03-07 23:37:00,Off-Peak,8.19,16.4,1.19,769.73,135.63,554.21,22.44,712.28,57.45,7.46,7.01,3.5,Friday,23
5984,2025-02-05 03:14:00,Off-Peak,0.59,6.79,1.01,150.0,7.42,112.5,21.35,141.27,8.73,5.82,14.8,1.29,Wednesday,3
5985,2025-02-08 15:21:00,Off-Peak,2.3,7.29,1.03,265.13,34.45,193.54,40.06,268.05,-2.92,-1.1,-1.27,-0.4,Saturday,15
5986,2025-01-07 18:33:00,Peak,2.96,10.07,1.21,475.02,44.07,380.02,41.2,465.29,9.73,2.05,3.29,0.97,Tuesday,18
5987,2025-04-25 16:37:00,Off-Peak,14.75,30.85,1.11,1042.23,215.79,854.63,50.46,1120.88,-78.65,-7.55,-5.33,-2.55,Friday,16
5988,2025-03-07 13:18:00,Off-Peak,3.93,11.42,1.19,379.6,54.27,277.11,23.81,355.19,24.41,6.43,6.21,2.14,Friday,13
5989,2025-02-11 12:20:00,Off-Peak,10.08,16.51,1.13,771.53,149.69,586.36,40.59,776.64,-5.11,-0.66,-0.51,-0.31,Tuesday,12
5990,2025-04-07 05:09:00,Off-Peak,12.86,31.29,1.16,963.48,194.19,780.42,56.98,1031.59,-68.11,-7.07,-5.3,-2.18,Monday,5
5991,2025-01-06 23:56:00,Off-Peak,3.82,10.4,1.0,300.85,59.59,237.67,54.11,351.37,-50.52,-16.79,-13.23,-4.86,Monday,23
5992,2025-04-04 06:27:00,Peak,6.01,19.75,1.53,726.98,85.7,588.85,41.38,715.93,11.05,1.52,1.84,0.56,Friday,6
5993,2025-03-08 08:36:00,Peak,10.1,22.75,1.48,970.43,178.47,786.05,25.35,989.87,-19.44,-2.0,-1.92,-0.85,Saturday,8
5994,2025-04-23 19:20:00,Peak,1.59,10.98,1.5,344.62,22.31,261.91,26.24,310.46,34.16,9.91,21.48,3.11,Wednesday,19
5995,2025-01-13 11:18:00,Off-Peak,5.23,11.11,1.01,405.49,90.85,320.34,39.09,450.28,-44.79,-11.05,-8.56,-4.03,Monday,11
5996,2025-01-22 03:18:00,Off-Peak,13.69,24.28,1.14,977.8,230.13,772.46,44.69,1047.28,-69.48,-7.11,-5.08,-2.86,Wednesday,3
5997,2025-02-05 15:28:00,Off-Peak,8.06,16.34,1.1,638.93,119.21,498.37,59.14,676.72,-37.79,-5.91,-4.69,-2.31,Wednesday,15
5998,2025-01-29 05:18:00,Off-Peak,8.12,15.42,1.15,600.01,121.64,450.01,53.25,624.9,-24.89,-4.15,-3.07,-1.61,Wednesday,5
5999,2025-05-01 08:38:00,Peak,11.61,31.22,1.49,1157.73,199.92,926.18,36.57,1162.67,-4.94,-0.43,-0.43,-0.16,Thursday,8
6000,2025-04-07 03:59:00,Off-Peak,4.23,11.2,1.03,355.1,63.28,284.08,34.01,381.37,-26.27,-7.4,-6.21,-2.35,Monday,3
6001,2025-01-30 21:17:00,Off-Peak,2.88,7.74,1.13,347.72,46.31,264.27,20.54,331.12,16.6,4.77,5.76,2.14,Thursday,21
6002,2025-01-19 03:13:00,Off-Peak,7.76,16.96,1.03,512.3,130.83,389.35,20.31,540.49,-28.19,-5.5,-3.63,-1.66,Sunday,3
6003,2025-03-12 16:48:00,Off-Peak,4.47,13.42,1.17,437.72,78.0,315.16,38.98,432.14,5.58,1.27,1.25,0.42,Wednesday,16
6004,2025-01-22 00:38:00,Off-Peak,4.26,11.74,1.12,328.54,56.7,262.83,22.77,342.3,-13.76,-4.19,-3.23,-1.17,Wednesday,0
6005,2025-04-26 01:57:00,Off-Peak,2.81,8.7,1.03,317.86,50.16,238.4,26.25,314.81,3.05,0.96,1.09,0.35,Saturday,1
6006,2025-03-11 17:51:00,Peak,8.87,25.15,1.78,1175.22,157.8,904.92,59.22,1121.94,53.28,4.53,6.01,2.12,Tuesday,17
6007,2025-01-25 00:31:00,Off-Peak,5.56,12.4,1.1,523.65,76.62,397.97,48.69,523.28,0.37,0.07,0.07,0.03,Saturday,0
6008,2025-04-17 00:23:00,Off-Peak,2.86,7.35,1.01,314.39,44.84,248.37,38.09,331.3,-16.91,-5.38,-5.91,-2.3,Thursday,0
6009,2025-01-27 09:36:00,Peak,12.05,40.21,1.58,1323.48,147.97,1005.84,54.32,1208.13,115.35,8.72,9.57,2.87,Monday,9
6010,2025-02-24 23:28:00,Off-Peak,5.0,13.6,1.05,502.01,65.05,371.49,27.1,463.64,38.37,7.64,7.67,2.82,Monday,23
6011,2025-03-08 04:53:00,Off-Peak,9.01,23.16,1.16,694.72,139.66,562.72,35.57,737.95,-43.23,-6.22,-4.8,-1.87,Saturday,4
6012,2025-02-28 09:58:00,Peak,16.95,60.0,1.69,1887.32,269.5,1396.62,31.79,1697.91,189.41,10.04,11.17,3.16,Friday,9
6013,2025-01-15 22:45:00,Off-Peak,11.92,21.46,1.2,947.19,181.3,681.98,59.82,923.1,24.09,2.54,2.02,1.12,Wednesday,22
6014,2025-04-28 03:28:00,Off-Peak,15.83,27.41,1.1,1030.62,256.92,762.66,56.04,1075.62,-45.0,-4.37,-2.84,-1.64,Monday,3
6015,2025-04-24 13:31:00,Off-Peak,11.78,18.54,1.09,752.44,197.43,579.38,41.04,817.85,-65.41,-8.69,-5.55,-3.53,Thursday,13
6016,2025-02-03 02:55:00,Off-Peak,5.25,9.85,1.15,394.19,68.3,299.58,36.96,404.84,-10.65,-2.7,-2.03,-1.08,Monday,2
6017,2025-01-18 08:46:00,Peak,3.46,14.26,1.28,392.32,55.22,313.86,59.92,429.0,-36.68,-9.35,-10.6,-2.57,Saturday,8
6018,2025-03-27 03:22:00,Off-Peak,5.07,13.81,1.11,518.09,77.98,383.39,28.25,489.62,28.47,5.5,5.62,2.06,Thursday,3
6019,2025-04-13 02:47:00,Off-Peak,5.33,12.86,1.11,452.4,67.74,361.92,36.32,465.98,-13.58,-3.0,-2.55,-1.06,Sunday,2
6020,2025-04-12 07:46:00,Peak,14.03,36.63,1.25,1091.92,187.58,797.1,48.47,1033.15,58.77,5.38,4.19,1.6,Saturday,7
6021,2025-01-10 10:10:00,Off-Peak,4.55,12.47,1.08,401.06,66.07,308.82,48.15,423.04,-21.98,-5.48,-4.83,-1.76,Friday,10
6022,2025-03-06 10:17:00,Off-Peak,2.32,5.82,1.17,302.8,39.86,245.27,42.97,328.1,-25.3,-8.36,-10.91,-4.35,Thursday,10
6023,2025-02-28 20:47:00,Peak,7.48,24.43,1.71,873.54,99.48,663.89,58.08,821.45,52.09,5.96,6.96,2.13,Friday,20
6024,2025-03-07 21:49:00,Off-Peak,6.65,14.61,1.02,451.62,87.12,370.33,29.87,487.32,-35.7,-7.9,-5.37,-2.44,Friday,21
6025,2025-01-10 22:44:00,Off-Peak,3.59,8.97,1.02,264.27,58.62,206.13,42.75,307.5,-43.23,-16.36,-12.04,-4.82,Friday,22
6026,2025-02-10 01:27:00,Off-Peak,4.84,13.61,1.05,470.38,86.39,376.3,52.42,515.11,-44.73,-9.51,-9.24,-3.29,Monday,1
6027,2025-01-13 22:50:00,Off-Peak,16.13,37.02,1.17,1158.18,236.79,891.8,29.3,1157.89,0.29,0.03,0.02,0.01,Monday,22
6028,2025-03-08 10:12:00,Off-Peak,8.85,15.37,1.03,590.11,124.78,448.48,54.85,628.11,-38.0,-6.44,-4.29,-2.47,Saturday,10
6029,2025-04-18 17:42:00,Peak,5.12,17.84,1.63,680.26,69.22,496.59,45.57,611.38,68.88,10.13,13.45,3.86,Friday,17
6030,2025-04-18 20:02:00,Peak,3.57,7.79,1.26,348.08,43.91,254.1,35.24,333.25,14.83,4.26,4.15,1.9,Friday,20
6031,2025-03-23 20:00:00,Peak,21.38,51.25,1.57,2041.47,279.44,1592.35,45.91,1917.7,123.77,6.06,5.79,2.42,Sunday,20
6032,2025-02-01 04:37:00,Off-Peak,18.18,33.19,1.07,1219.23,228.34,951.0,57.12,1236.46,-17.23,-1.41,-0.95,-0.52,Saturday,4
6033,2025-02-18 07:43:00,Peak,11.29,30.0,1.67,1224.54,168.9,1004.12,59.53,1232.55,-8.01,-0.65,-0.71,-0.27,Tuesday,7
6034,2025-01-26 08:30:00,Peak,5.5,21.11,1.34,641.13,98.29,519.32,31.26,648.87,-7.74,-1.21,-1.41,-0.37,Sunday,8
6035,2025-01-20 15:52:00,Off-Peak,3.45,10.42,1.13,353.66,57.68,282.93,56.36,396.97,-43.31,-12.25,-12.55,-4.16,Monday,15
6036,2025-01-24 23:31:00,Off-Peak,3.54,9.3,1.05,301.78,55.26,226.33,21.54,303.13,-1.35,-0.45,-0.38,-0.15,Friday,23
6037,2025-02-06 04:12:00,Off-Peak,5.46,13.32,1.14,513.86,81.46,390.53,20.29,492.28,21.58,4.2,3.95,1.62,Thursday,4
6038,2025-03-23 02:33:00,Off-Peak,4.54,9.45,1.17,358.81,71.28,261.93,44.06,377.27,-18.46,-5.14,-4.07,-1.95,Sunday,2
6039,2025-04-20 23:47:00,Off-Peak,6.35,14.09,1.03,419.08,90.55,326.88,39.27,456.7,-37.62,-8.98,-5.92,-2.67,Sunday,23
6040,2025-01-28 00:27:00,Off-Peak,6.14,11.54,1.17,588.38,80.25,429.52,38.77,548.54,39.84,6.77,6.49,3.45,Tuesday,0
6041,2025-01-09 15:35:00,Off-Peak,3.05,7.4,1.12,305.14,47.4,231.91,29.36,308.67,-3.53,-1.16,-1.16,-0.48,Thursday,15
6042,2025-03-20 06:45:00,Peak,3.14,8.13,1.28,423.75,47.63,330.52,43.9,422.05,1.7,0.4,0.54,0.21,Thursday,6
6043,2025-01-23 01:26:00,Off-Peak,5.15,12.05,1.09,431.24,91.0,319.12,20.68,430.8,0.44,0.1,0.09,0.04,Thursday,1
6044,2025-03-30 08:39:00,Peak,6.03,16.01,1.3,490.51,95.88,392.41,37.35,525.64,-35.13,-7.16,-5.83,-2.19,Sunday,8
6045,2025-02-18 20:37:00,Peak,15.31,39.76,1.62,1595.35,254.76,1260.33,34.68,1549.77,45.58,2.86,2.98,1.15,Tuesday,20
6046,2025-01-31 20:22:00,Peak,7.76,22.84,1.66,945.25,97.47,690.03,27.72,815.22,130.03,13.76,16.76,5.69,Friday,20
6047,2025-03-03 16:42:00,Off-Peak,7.58,19.46,1.02,519.82,125.6,426.25,40.43,592.28,-72.46,-13.94,-9.56,-3.72,Monday,16
6048,2025-01-24 09:53:00,Peak,7.97,19.71,1.5,880.08,142.66,677.66,47.61,867.93,12.15,1.38,1.52,0.62,Friday,9
6049,2025-01-30 09:42:00,Peak,13.1,46.69,1.69,1552.09,208.81,1117.5,52.52,1378.83,173.26,11.16,13.23,3.71,Thursday,9
6050,2025-03-04 15:50:00,Off-Peak,44.08,84.17,1.19,2873.73,725.12,2184.03,38.49,2947.64,-73.91,-2.57,-1.68,-0.88,Tuesday,15
6051,2025-03-22 12:38:00,Off-Peak,4.29,10.61,1.1,434.35,76.71,356.17,29.6,462.48,-28.13,-6.48,-6.56,-2.65,Saturday,12
6052,2025-02-15 17:30:00,Peak,20.38,49.0,1.77,2191.39,292.45,1775.03,28.4,2095.88,95.51,4.36,4.69,1.95,Saturday,17
6053,2025-02-07 03:14:00,Off-Peak,2.06,6.84,1.11,269.23,34.92,199.23,43.17,277.32,-8.09,-3.0,-3.93,-1.18,Friday,3
6054,2025-01-15 09:26:00,Peak,5.19,15.08,1.44,566.48,74.74,458.85,35.57,569.16,-2.68,-0.47,-0.52,-0.18,Wednesday,9
6055,2025-02-27 10:15:00,Off-Peak,2.81,11.38,1.17,304.96,40.91,237.87,32.7,311.48,-6.52,-2.14,-2.32,-0.57,Thursday,10
6056,2025-03-26 13:07:00,Off-Peak,9.89,18.26,1.1,758.66,157.75,546.24,40.92,744.91,13.75,1.81,1.39,0.75,Wednesday,13
6057,2025-01-23 14:20:00,Off-Peak,11.72,23.92,1.09,825.29,158.69,660.23,42.26,861.18,-35.89,-4.35,-3.06,-1.5,Thursday,14
6058,2025-03-26 03:22:00,Off-Peak,2.32,11.32,1.1,334.42,41.67,254.16,29.35,325.18,9.24,2.76,3.98,0.82,Wednesday,3
6059,2025-03-31 12:45:00,Off-Peak,12.64,32.3,1.17,937.87,176.71,712.78,35.13,924.62,13.25,1.41,1.05,0.41,Monday,12
6060,2025-01-17 15:53:00,Off-Peak,8.09,21.89,1.17,688.94,103.07,523.59,48.31,674.97,13.97,2.03,1.73,0.64,Friday,15
6061,2025-04-14 15:38:00,Off-Peak,10.86,21.01,1.08,734.22,151.39,572.69,35.5,759.58,-25.36,-3.45,-2.34,-1.21,Monday,15
6062,2025-02-22 21:15:00,Off-Peak,13.81,22.59,1.07,916.71,236.7,724.2,37.76,998.66,-81.95,-8.94,-5.93,-3.63,Saturday,21
6063,2025-01-04 09:17:00,Peak,10.07,28.11,1.5,972.27,139.77,758.37,45.6,943.74,28.53,2.93,2.83,1.01,Saturday,9
6064,2025-03-06 06:56:00,Peak,1.97,10.27,1.54,329.17,30.87,243.59,27.63,302.09,27.08,8.23,13.75,2.64,Thursday,6
6065,2025-04-19 13:03:00,Off-Peak,4.83,12.26,1.05,361.48,85.06,285.57,54.67,425.3,-63.82,-17.66,-13.21,-5.21,Saturday,13
